Sample.ID,Site,Transect,Diameter.1,Diameter.2,Diameter.3,Note
1714,S2,T2,0.829,0.798,0.595,
1715,S2,T2,1.193,1.232,1.261,
1716,S2,T2,1.492,1.671,1.14,
1717,S2,T2,3.382,3.269,2.427,
1718,S2,T2,11.369,11.281,10.709,
1719,S2,T2,9.173,8.621,8.843,
1720,S2,T2,0.433,0.468,0.499,
1721,S2,T2,2.4,2.529,2.423,
1722,S2,T2,6.748,6.142,6.838,
1723,S2,T2,0.899,0.966,0.705,
1724,S2,T2,0.888,0.894,0.842,
1725,S2,T2,2.367,2.424,1.424,
1726,S2,T2,3.127,2.991,3.183,
1727,S2,T2,1.467,1.577,1.616,
1728,S2,T2,1.334,0.731,1.051,
1729,S2,T2,0.923,0.955,0.916,
1730,S2,T2,1.515,1.441,1.627,
1731,S2,T2,1.546,1.402,1.473,
1732,S2,T2,0.624,0.523,0.315,
1733,S2,T2,1.614,1.448,1.391,
1734,S2,T2,1.693,2.182,1.978,
1735,S2,T2,1.744,1.496,1.684,
1736,S2,T2,0.813,0.776,0.825,
1737,S2,T2,1.039,0.827,0.897,
1738,S2,T2,1.441,1.351,1.485,
1739,S2,T2,0.807,0.643,0.804,
16900,S2,T3,2.191,1.582,1.695,
1695,S2,T3,2.668,1.743,2.372,
1697,S2,T3,0.912,0.86,0.542,
1698,S2,T3,8.646,10.997,10.011,
1699,S2,T3,1.553,1.289,1.12,
1700,S2,T3,2.673,2.227,1.537,
1701,S2,T3,15.206,12.968,15.992,
1702,S2,T3,100,100,100,do not have the full colony on the pic
1703,S2,T3,6.422,8.124,6.231,
1704,S2,T3,15.343,15.327,17.035,
1705,S2,T3,100,100,100,do not have the full colony on the pic
1706,S2,T3,0.655,0.776,0.657,
1707,S2,T3,6.718,6.455,5.633,
1708,S2,T3,4.694,4.131,3.134,
1709,S2,T3,100,100,100,do not have the full colony on the pic
1710,S2,T3,100,100,100,do not have the full colony on the pic
1740,S2,T3,0.99,1.136,0.902,
1741,S2,T3,1.891,1.953,1.975,
1742,S2,T3,0.865,1.058,0.936,
1743,S2,T3,1.072,1.137,1.026,
1744,S2,T3,0.836,0.976,0.815,
1745,S2,T3,0.53,0.39,0.443,
1746,S2,T3,0.32,0.376,0.179,
1747,S2,T3,29.519,28.486,25.132,
1748,S2,T3,29.388,29.794,27.183,
1749,S2,T3,1.227,1.25,1.106,
1750,S2,T3,1.201,1.084,1.076,
1751,S2,T3,8.769,9.817,12.157,
1752,S2,T3,1.297,1.112,0.836,
1753,S2,T3,3.794,3.864,2.797,
1754,S2,T3,3.972,3.084,3.535,
1755,S2,T3,2.655,3.367,2.808,
1756,S2,T3,1.161,1.416,1.419,
1757,S2,T3,3.039,3.588,3.435,
1758,S2,T3,3.781,3.609,2.795,
1759,S2,T3,2.668,2.189,2.11,
1760,S2,T3,1.709,1.853,0.965,
1761,S2,T3,1.628,1.817,1.138,
1762,S2,T3,1.883,1.868,1.523,
1763,S2,T3,2.776,3.473,2.976,
1764,S2,T3,0.735,0.64,0.722,
1765,S2,T3,1.438,0.922,1.401,
1766,S2,T3,1.321,1.261,1.354,
1767,S2,T3,0.576,0.633,0.321,
1768,S2,T3,2.331,2.447,2.373,
1769,S2,T3,0.739,0.673,0.71,
1770,S2,T3,1.587,1.533,1.31,
1771,S2,T3,4.032,4.284,3.566,
1772,S2,T3,0.651,0.55,0.426,
1773,S2,T3,6.236,6.596,4.589,
1774,S2,T3,13.55,16.625,15.339,
1775,S2,T3,12.787,12.407,13.508,
1776,S2,T3,5.397,5.346,4.416,
1777,S2,T3,4.677,5.573,4.919,
1778,S2,T3,10.042,9.074,10.437,
1795,S2,T3,1.194,1.15,1.044,
1796,S2,T3,1.365,1.219,1.47,
1797,S2,T3,3.161,2.644,1.781,
1798,S2,T3,0.777,0.767,0.669,
1799,S2,T3,1.299,0.834,0.756,
1800,S2,T3,4.113,2.739,2.369,
1801,S2,T3,1.299,1.13,0.965,
1802,S2,T3,2.222,3.156,2.758,
1803,S2,T3,0.86,0.842,0.56,
1804,S2,T3,2.419,2.476,2.551,
1805,S2,T3,3.282,2.125,2.31,
1806,S2,T3,2.549,2.674,2.963,
1807,S2,T3,2.801,2.656,2.52,
1808,S2,T3,5.712,5.374,4.807,
1809,S2,T3,2.792,3.039,2.844,
1810,S2,T3,0.756,0.751,0.354,
1811,S2,T3,2.231,2.965,1.801,
1812,S2,T3,1.772,1.865,1.775,
1813,S2,T3,18.965,18.191,13.954,
1814,S2,T3,1.14,1.455,1.318,
1815,S2,T3,15.655,14.096,7.719,
1816,S2,T3,1.422,0.962,0.683,
1817,S2,T3,0.58,0.54,0.493,
1818,S2,T3,1.995,1.906,2.182,
1819,S2,T3,2.616,2.721,2.155,
1820,S2,T3,3.97,3.955,3.274,
1821,S2,T3,2.542,2.892,1.811,
1822,S2,T3,2.094,2.013,1.906,
1823,S2,T3,0.819,0.602,0.72,
1824,S2,T3,0.612,0.56,0.621,
1825,S2,T3,0.739,0.757,0.646,
1826,S2,T3,3.205,3.604,3.748,
1827,S2,T3,1.541,1.65,0.627,
1828,S2,T3,2.834,3.238,2.884,
1829,S2,T3,1.535,1.441,1.578,
1830,S2,T3,2.651,2.572,1.812,
1831,S2,T3,0.754,1.007,0.877,
1832,S2,T3,1.307,1.27,0.447,
1833,S2,T3,10.377,8.849,8.684,
1834,S2,T3,2.89,2.88,2.694,
1835,S2,T3,2.347,2.118,1.803,
1836,S2,T3,1.254,1.253,0.753,
1837,S2,T3,3.98,4.291,3.323,
1839,S2,T3,2.187,2.01,1.995,
653,S3,T1,4.415,4.485,3.991,
658,S3,T1,3.309,3.379,3.127,
659,S3,T1,5.825,5.179,5.302,
660,S3,T1,1.833,1.663,1.295,
661,S3,T1,21.025,14.353,16.872,
662,S3,T1,11.438,10.357,12.161,
663,S3,T1,2.053,2.403,2.248,
664,S3,T1,4.306,4.538,3.557,
665,S3,T1,2.143,2.045,1.922,
666,S3,T1,2.344,1.147,1.356,
667,S3,T1,1.12,0.957,0.641,
668,S3,T1,1.872,1.818,1.094,
669,S3,T1,16.446,8.043,12.724,
670,S3,T1,5.384,3.899,3.013,
671,S3,T1,5.434,5.061,3.077,
672,S3,T1,1.735,1.713,0.949,
676,S3,T1,9.637,7.623,8.052,
677,S3,T1,1.147,1.178,1.032,
678,S3,T1,0.971,1.265,0.815,
679,S3,T1,3.728,3.816,4,
680,S3,T1,1.99,2.119,1.051,
681,S3,T1,21.198,17.66,18.691,
682,S3,T1,7.522,6.92,5.781,
683,S3,T1,5.018,5.165,4.746,
684,S3,T1,4.269,4.207,3.763,
685,S3,T1,2.274,1.871,2.053,
686,S3,T1,1.972,2.616,1.651,
687,S3,T1,13.993,14.739,16.087,
688,S3,T1,19.276,19.277,16.663,
689,S3,T1,4.882,5.014,5.155,
702,S3,T1,0.508,0.996,0.985,
703,S3,T1,10.866,14.474,13.219,
721,S3,T1,1.805,1.676,1.518,
722,S3,T1,8.167,8.779,9.01,
723,S3,T1,1.761,1.582,1.462,
724,S3,T1,16.879,16.038,18.242,
725,S3,T1,3.397,3.188,4.085,
726,S3,T1,25.359,24.697,15.662,
727,S3,T1,3.09,3.511,2.113,
728,S3,T1,3.148,2.446,1.93,
738,S3,T1,1.925,2.185,2.132,
690,S3,T2,3.14,3.244,3.46,
696,S3,T2,100,100,100,do not have the full colony on the pic
700,S3,T2,2.807,2.753,2.577,
701,S3,T2,3.268,3.306,3.791,
705,S3,T2,2.732,2.576,2.893,
706,S3,T2,2.309,2.003,1.957,
707,S3,T2,NA,NA,NA,no data extracted
708,S3,T2,5.55,4.957,3.948,
709,S3,T2,2.385,2.308,2.17,
712,S3,T2,9.557,12.987,12.75,
716,S3,T2,1.868,1.567,1.785,
731,S3,T2,23.195,21.429,13.928,
734,S3,T2,5.219,5.562,5.115,
735,S3,T2,3.479,3.672,2.47,
736,S3,T2,5.933,4.698,5.459,
737,S3,T2,2.912,2.535,1.37,
691,S3,T3,5.701,5.821,5.391,
692,S3,T3,2.722,3.357,2.968,
693,S3,T3,2.362,2.052,1.557,
694,S3,T3,25.769,24.07,24.852,
695,S3,T3,18.042,15.835,15.236,
697,S3,T3,3.612,3.723,3.669,
699,S3,T3,11.669,11.26,9.453,
704,S3,T3,7.186,7.132,6.168,
710,S3,T3,100,100,100,do not have the full colony on the pic
711,S3,T3,1.119,1.209,1.224,
713,S3,T3,1.93,2.032,2.093,
714,S3,T3,10.659,12.402,11.236,
715,S3,T3,19.348,19.025,18.303,
717,S3,T3,2.049,2.007,2.555,
718,S3,T3,1.274,1.339,1.27,
719,S3,T3,3.16,3.05,2.139,
720,S3,T3,2.586,2.999,1.85,
729,S3,T3,4.282,4.961,5.609,
730,S3,T3,2.424,2.396,2.356,
732,S3,T3,1.815,1.936,1.347,
733,S3,T3,3.843,4.434,3.353,
739,S3,T3,2.868,3.203,3.327,
750,S3,T3,2.765,3.409,2.362,
869,S3,T3,1.569,1.69,1.442,
906,S3,T3,3.458,4.397,2.867,
410,S4,T1,6.707,6.106,7.174,
411,S4,T1,9.705,9.249,9.696,
412,S4,T1,7.144,5.748,3.37,
413,S4,T1,26.197,25.78,19.887,
414,S4,T1,11.753,8.903,10.096,
415,S4,T1,7.003,6.046,3.827,
416,S4,T1,2.11,2.25,1.526,
417,S4,T1,1.071,1.416,0.738,
418,S4,T1,1.245,0.993,0.781,
41900,S4,T1,1.566,1.153,0.799,
420,S4,T1,1.526,1.316,1.1,
421,S4,T1,1.504,1.959,1.242,
422,S4,T1,5.103,4.15,1.847,
423,S4,T1,2.324,1.948,1.188,
424,S4,T1,7.651,7.049,7.365,
425,S4,T1,4.987,5.465,2.934,
426,S4,T1,8.87,8.84,9.871,
427,S4,T1,9.673,9.581,7.492,
428,S4,T1,22.819,21.63,21.845,
429,S4,T1,1.705,1.751,1.425,
430,S4,T1,3.613,3.231,2.276,
431,S4,T1,1.059,0.94,0.974,
432,S4,T1,8.21,8.475,7.082,
433,S4,T1,4.572,3.832,4.637,
434,S4,T1,4.544,4.107,4.4,
435,S4,T1,19.955,19.363,15.132,
436,S4,T1,15.723,14.637,11.89,
437,S4,T1,8.456,9.876,6.226,
438,S4,T1,11.791,11.137,11.881,
439,S4,T1,9.058,10.328,8.124,
440,S4,T1,11.575,11.277,8.449,
441,S4,T1,10.737,13.657,8.848,
442,S4,T1,4.45,5.075,4.117,
443,S4,T1,25.649,22.673,21.948,
448,S4,T1,7.969,8.043,7.429,
450,S4,T1,4.386,4.129,2.356,
444,S4,T2,12.803,12.917,6.684,
445,S4,T2,0.667,0.993,0.436,
446,S4,T2,24.338,28.469,28.473,
447,S4,T2,4.704,4.291,2.894,
451,S4,T2,2.174,1.899,2.192,
452,S4,T2,3.423,3.373,2.042,
453,S4,T2,2.909,2.98,2.828,
454,S4,T2,2.29,1.954,1.474,
456,S4,T2,6.864,6.941,3.834,
457,S4,T2,4.453,3.995,4.668,
458,S4,T2,8.869,10.51,9.128,
459,S4,T2,0.937,0.899,0.495,
460,S4,T2,9.397,9.237,7.691,
461,S4,T2,10.749,11.577,11.365,
462,S4,T2,3.972,4.345,3.922,
463,S4,T2,39.721,41.086,40.39,
464,S4,T2,30.094,26.418,25.738,
465,S4,T2,19.273,23.754,26.507,
466,S4,T2,13.581,12.915,14.936,
467,S4,T2,17.394,17.999,18.351,
468,S4,T2,14.684,15.159,10.921,
469,S4,T2,1.648,1.611,1.495,
470,S4,T2,1.857,1.907,0.939,
471,S4,T2,5.728,4.439,4.997,
490,S4,T2,7.878,7.239,6.723,
419,S4,T3,24.038,22.733,20.822,
455,S4,T3,100,100,100,do not have the full colony on the pic
472,S4,T3,100,100,100,do not have the full colony on the pic
473,S4,T3,17.511,14.805,17.03,
474,S4,T3,14.415,17.846,14.499,
475,S4,T3,26.111,25.326,22.379,
476,S4,T3,15.699,16.384,13.946,
477,S4,T3,26.921,25.439,24.156,
478,S4,T3,17.678,17.206,13.888,
479,S4,T3,13.454,12.675,12.806,
480,S4,T3,13.728,13.254,14.178,
481,S4,T3,12.824,12.108,9.218,
482,S4,T3,9.455,10.64,8.315,
483,S4,T3,7.855,7.555,8.033,
484,S4,T3,8.783,9.507,7.862,
485,S4,T3,10.593,12.593,4.758,
486,S4,T3,8.548,8.459,7.853,
487,S4,T3,18.498,18.253,13.79,
488,S4,T3,12.814,13.689,11.877,
489,S4,T3,100,100,100,do not have the full colony on the pic
507,S4,T3,1.301,1.387,1.217,
509,S4,T3,7.477,7.428,7.928,
510,S4,T3,4.125,5.817,3.532,
515,S4,T3,7.295,6.235,5.74,
519,S4,T3,2.222,2.319,2.358,
528,S4,T3,7.365,7.725,7.619,
529,S4,T3,10.158,9.982,8.297,
539,S4,T3,0.75,0.687,0.735,
620,S4,T3,3.123,3.508,3.094,
740,S5,T1,1.486,1.728,2.164,
741,S5,T1,1.889,2.185,2.166,
742,S5,T1,3.7,3.327,3.599,
743,S5,T1,2.428,1.852,2.371,
744,S5,T1,1.257,1.276,0.805,
745,S5,T1,7.937,7.569,5.128,
746,S5,T1,1.951,1.989,1.799,
747,S5,T1,10.229,8.952,9.996,
748,S5,T1,100,100,100,do not have the full colony on the pic
749,S5,T1,6.729,6.29,6.808,
751,S5,T1,1.964,2.337,2.131,
752,S5,T1,1.337,1.379,1.095,
753,S5,T1,0.742,0.905,0.759,
754,S5,T1,0.924,1.72,1.969,
755,S5,T1,1.064,1.07,1.105,
756,S5,T1,10.392,10.541,10.694,
757,S5,T1,7.371,6.423,5.69,
758,S5,T1,2.913,2.822,2.112,
759,S5,T1,11.558,13.314,10.394,
760,S5,T1,1.419,0.866,0.745,
761,S5,T1,2.542,1.637,1.551,
762,S5,T1,3.635,3.584,3.176,
763,S5,T1,1.154,1.406,0.986,
764,S5,T1,1.536,1.171,1.224,
765,S5,T1,1.136,1.056,1.065,
766,S5,T1,2.074,1.971,1.737,
767,S5,T1,1.602,1.393,1.239,
768,S5,T1,9.466,8.604,9.408,
779,S5,T1,2.864,2.934,3.2,
780,S5,T1,2.013,1.574,1.803,
781,S5,T1,7.039,7.021,7.066,
782,S5,T1,1.498,2.119,2.374,
783,S5,T1,5.299,4.306,3.527,
784,S5,T1,1.924,1.647,2.257,
785,S5,T1,4.406,3.808,3.543,
786,S5,T1,0.615,0.962,0.856,
787,S5,T1,100,100,100,do not have the full colony on the pic
788,S5,T1,3.65,3.949,3.738,
789,S5,T1,100,100,100,do not have the full colony on the pic
790,S5,T1,0.997,1.156,1.24,
791,S5,T1,1.573,1.886,1.219,
792,S5,T1,4.908,5.617,3.326,
793,S5,T1,2.186,2.236,2.048,
794,S5,T1,3.655,3.022,2.359,
795,S5,T1,3.088,3.203,2.984,
796,S5,T1,1.471,1.106,0.735,
797,S5,T1,10.729,11.563,10.922,
798,S5,T1,19.116,20.813,21.283,
803,S5,T1,1.579,1.439,1.606,
804,S5,T1,1.064,0.912,1.074,
805,S5,T1,1.704,1.608,1.315,
806,S5,T1,8.382,8.843,8.331,
807,S5,T1,2.058,2.091,1.096,
808,S5,T1,2.751,2.492,1.621,
809,S5,T1,1.962,1.926,1.052,
810,S5,T1,4.03,4.164,2.972,
811,S5,T1,0.564,0.876,0.713,
812,S5,T1,0.713,1.172,1.624,
813,S5,T1,1.903,1.67,1.381,
814,S5,T1,9.071,7.498,5.828,
815,S5,T1,1.345,1.947,1.908,
816,S5,T1,2.542,2.174,2.497,
817,S5,T1,1.965,1.526,1.298,
818,S5,T1,13.341,9.769,13.601,
819,S5,T1,0.787,1.059,0.873,
820,S5,T1,1.024,1.338,1.477,
821,S5,T1,3.261,2.997,2.799,
822,S5,T1,18.306,18.166,14.594,
823,S5,T1,3.218,3.511,3.278,
824,S5,T1,2.204,2.217,1.906,
825,S5,T1,18.247,15.341,12.482,
826,S5,T1,7.942,5.942,7.695,
827,S5,T1,1.795,1.215,1.292,
828,S5,T1,22.166,26.258,23.108,
829,S5,T1,13.206,12.286,13.988,
830,S5,T1,15.115,15.12,15.734,
831,S5,T1,2.549,2.536,2.33,
833,S5,T1,6.683,4.923,3.171,
834,S5,T1,2.498,2.153,2.241,
835,S5,T1,1.781,2.155,2.392,
836,S5,T1,2.168,2.355,1.549,
838,S5,T1,1.825,1.693,1.779,
870,S5,T1,5.319,4.734,4.357,
871,S5,T1,7.651,7.105,6.606,
872,S5,T1,6.505,6.625,5.601,
873,S5,T1,2.763,2.668,2.607,
874,S5,T1,1.989,2.589,2.216,
875,S5,T1,3.32,3.543,3.168,
876,S5,T1,2.213,1.891,1.459,
877,S5,T1,1.817,1.175,1.545,
878,S5,T1,4.47,3.884,4.236,
879,S5,T1,1.945,2.19,1.594,
880,S5,T1,1.415,1.517,1.251,
881,S5,T1,2.829,2.686,1.762,
882,S5,T1,2.058,2.24,2.048,
883,S5,T1,19.808,20.481,20.902,
884,S5,T1,2.221,2.205,1.194,
885,S5,T1,1.098,1.522,0.791,
887,S5,T1,1.194,1.044,1.145,
889,S5,T1,3.72,3.041,2.217,
890,S5,T1,1.781,1.968,1.861,
891,S5,T1,13.622,13.868,12.449,
892,S5,T1,4.838,4.932,3.608,
893,S5,T1,7.943,9.512,8.75,
895,S5,T1,4.839,4.338,4.102,
896,S5,T1,2.935,2.944,2.316,
897,S5,T1,2.569,1.958,1.792,
898,S5,T1,1.489,1.655,0.978,
899,S5,T1,1.587,1.391,1.3,
902,S5,T1,7.218,7.384,8.021,
909,S5,T1,1.012,1.187,1.298,
910,S5,T1,3.032,3.22,2.035,
916,S5,T1,3.504,3.074,3.338,
918,S5,T1,3.129,2.845,2.233,
920,S5,T1,1.073,0.931,0.82,
922,S5,T1,5.404,4.677,4.443,
923,S5,T1,6.147,6.094,5.073,
924,S5,T1,3.316,3.449,3.418,
925,S5,T1,1.581,1.799,1.548,
926,S5,T1,2.991,2.943,2.961,
927,S5,T1,5.618,5.231,5.489,
928,S5,T1,7.902,7.11,8.598,
907,S5,T2,1.664,1.616,1.714,
908,S5,T2,2.801,2.667,2.081,
911,S5,T2,2.195,1.435,1.447,
912,S5,T2,4.335,5.186,3.253,
913,S5,T2,4.556,4.357,3.67,
914,S5,T2,3.248,3.25,2.987,
915,S5,T2,15.317,13.718,12.887,
917,S5,T2,3.433,3.221,3.008,
919,S5,T2,2.021,1.581,1.278,
935,S5,T2,0.93,0.881,1.04,
955,S5,T2,8.213,6.941,7.258,
956,S5,T2,4.465,4.57,2.621,
957,S5,T2,0.449,0.388,0.307,
958,S5,T2,4.767,4.764,5.08,
959,S5,T2,3.79,4.235,4.279,
960,S5,T2,5.312,4.668,5.532,
961,S5,T2,1.001,1.262,0.777,
962,S5,T2,1.628,1.51,1.475,
963,S5,T2,0.842,0.81,0.766,
964,S5,T2,2.26,3.017,2.406,
965,S5,T2,1.922,2.128,1.944,
966,S5,T2,6.902,6.474,6.17,
967,S5,T2,5.165,5.704,4.337,
968,S5,T2,4.532,4.628,3.253,
969,S5,T2,2.1,1.948,1.767,
970,S5,T2,11.341,11.636,14.055,
971,S5,T2,12.175,11.737,10.247,
972,S5,T2,100,100,100,do not have the full colony on the pic
973,S5,T2,2.765,2.665,2.669,
974,S5,T2,4.322,4.565,4.168,
975,S5,T2,1.783,1.992,1.781,
977,S5,T2,1.466,1.775,2.082,
978,S5,T2,15.906,12.7,12.282,
980,S5,T2,6.415,8.046,6.834,
981,S5,T2,1.684,2.096,1.775,
982,S5,T2,1.444,1.426,1.125,
983,S5,T2,1.574,1.631,1.201,
984,S5,T2,0.711,0.673,0.435,
985,S5,T2,1.832,1.629,1.595,
986,S5,T2,0.792,1.012,1.027,
987,S5,T2,21.264,21.717,18.312,
988,S5,T2,1.523,1.815,1.166,
989,S5,T2,3.821,3.244,3.813,
990,S5,T2,18.103,16.644,19.458,
991,S5,T2,11.68,11.768,10.129,
992,S5,T2,1.315,1.675,1.777,
993,S5,T2,24.51,25.795,21.864,
994,S5,T2,100,100,100,do not have the full colony on the pic
995,S5,T2,12.467,12.727,10.69,
996,S5,T2,100,100,100,do not have the full colony on the pic
997,S5,T2,7.751,6.799,6.425,
998,S5,T2,100,100,100,do not have the full colony on the pic
999,S5,T2,23.917,24.193,20.169,
1000,S5,T2,100,100,100,do not have the full colony on the pic
1001,S5,T2,1.951,2.256,1.911,
1002,S5,T2,1.788,1.638,1.037,
1003,S5,T2,0.372,0.381,0.37,
1004,S5,T2,0.935,0.957,0.976,
1005,S5,T2,2.71,2.416,1.676,
1006,S5,T2,2.042,2.34,2.762,
1007,S5,T2,2.267,2.593,2.383,
1008,S5,T2,13.35,12.42,12.483,
1009,S5,T2,2.687,2.816,2.863,
1010,S5,T2,3.433,3.254,3.33,
1011,S5,T2,2.21,1.982,1.971,
1012,S5,T2,9.402,9.647,8.911,
1013,S5,T2,16.273,15.305,15.575,
1014,S5,T2,2.56,2.299,2.521,
1015,S5,T2,15.398,13.033,8.156,
1016,S5,T2,14.616,13.976,14.523,
1017,S5,T2,100,100,100,do not have the full colony on the pic
1018,S5,T2,8.168,8.517,6.887,
1019,S5,T2,2.945,3.056,1.918,
1020,S5,T2,1.412,1.444,1.376,
1021,S5,T2,1.089,1.181,1.228,
1022,S5,T2,11.939,11.229,10.992,
1023,S5,T2,3.766,3.147,4.107,
1024,S5,T2,2.888,2.85,1.736,
1025,S5,T2,7.174,8.119,8.471,
1026,S5,T2,1.096,0.929,1.333,
1027,S5,T2,3.34,3.886,2.607,
1028,S5,T2,100,100,100,do not have the full colony on the pic
1029,S5,T2,2.235,2.254,1.676,
1030,S5,T2,1.889,1.724,1.077,
1031,S5,T2,2.127,2.172,2.058,
1032,S5,T2,10.328,10.006,10.051,
1033,S5,T2,1.11,1.145,1.058,
1034,S5,T2,1.486,1.296,1.467,
1035,S5,T2,14.173,12.348,13.916,
1036,S5,T2,17.391,19.526,15.789,
1037,S5,T2,9.103,8.252,8.084,
1038,S5,T2,1.7,1.598,1.215,
1039,S5,T2,2.323,2.172,2.872,
1040,S5,T2,3.725,5.851,3.155,
1041,S5,T2,5.397,5.602,5.737,
1042,S5,T2,1.271,1.436,0.887,
1043,S5,T2,3.497,3.249,2.113,
1044,S5,T2,7.101,7.778,7.999,
1045,S5,T2,2.583,2.349,2.452,
1046,S5,T2,27.391,20.814,22.974,
1047,S5,T2,1.771,1.937,1.345,
1048,S5,T2,1.392,1.943,1.448,
1049,S5,T2,0.815,0.637,0.652,
1050,S5,T2,1.73,1.983,1.1,
1052,S5,T2,2.305,2.217,2.009,
1053,S5,T2,13.978,7.319,10.639,
1054,S5,T2,4.572,5.038,4.043,
1055,S5,T2,0.932,0.942,0.538,
1088,S5,T2,2.715,2.634,1.811,
1089,S5,T2,0.99,0.87,0.913,
1090,S5,T2,3.144,3.29,3.413,
1091,S5,T2,1.099,1.28,0.447,
1092,S5,T2,2.235,2.147,2.48,
1093,S5,T2,2.013,1.981,1.86,
1094,S5,T2,3.176,2.927,2.552,
1095,S5,T2,1.727,2.795,2.295,
1096,S5,T2,13.296,12.744,6.42,
1097,S5,T2,2.85,2.843,2.333,
1098,S5,T2,18.727,17.768,15.829,
1099,S5,T2,2.326,2.829,3.209,
1100,S5,T2,2.944,2.746,2.382,
1101,S5,T2,10.257,7.715,8.447,
1102,S5,T2,4.881,5.535,3.729,
1103,S5,T2,13.462,13.077,13.222,
1104,S5,T2,100,100,100,do not have the full colony on the pic
1105,S5,T2,1.384,1.306,1.218,
1106,S5,T2,1.931,2.391,2.146,
1107,S5,T2,1.661,2.398,1.978,
1108,S5,T2,11.273,7.751,9.069,
1161,S5,T2,1.628,1.615,1.498,
1162,S5,T2,5.59,3.767,5.138,
1163,S5,T2,0.966,0.873,1.03,
1164,S5,T2,1.922,2.038,2.167,
1165,S5,T2,100,100,100,do not have the full colony on the pic
1166,S5,T2,9.141,8.149,9.573,
1167,S5,T2,9.175,8.053,6.893,
1168,S5,T2,5.807,5.041,5.841,
1169,S5,T2,4.686,3.278,2.851,
1170,S5,T2,1.278,1.268,1.154,
1171,S5,T2,100,100,100,do not have the full colony on the pic
1172,S5,T2,1.695,1.755,1.908,
1173,S5,T2,18.913,17.303,15.965,
1174,S5,T2,100,100,100,do not have the full colony on the pic
1175,S5,T2,1.765,1.795,1.204,
1176,S5,T2,3.087,2.898,3.185,
1177,S5,T2,2.043,1.865,1.75,
1178,S5,T2,100,100,100,do not have the full colony on the pic
1179,S5,T2,100,100,100,do not have the full colony on the pic
1180,S5,T2,1.178,1.236,0.714,
1181,S5,T2,15.612,16.615,10.823,
1182,S5,T2,5.459,5.22,4.94,
929,S5,T3,2.367,1.942,1.867,
930,S5,T3,18.786,15.722,15.25,
931,S5,T3,17.343,16.214,17.016,
932,S5,T3,5.656,4.618,5.226,
933,S5,T3,4.751,4.964,4.674,
934,S5,T3,2.634,2.638,2.744,
936,S5,T3,2.656,2.595,2.55,
937,S5,T3,7.079,7.9,7.003,
938,S5,T3,3.551,3.408,2.893,
939,S5,T3,0.306,0.363,0.242,
940,S5,T3,9.584,10.927,11.996,
941,S5,T3,100,100,100,do not have the full colony on the pic
942,S5,T3,57.047,64.402,52.015,
943,S5,T3,100,100,100,do not have the full colony on the pic
944,S5,T3,1.891,1.812,1.972,
945,S5,T3,1.951,2.251,1.685,
946,S5,T3,3.359,3.683,3.42,
947,S5,T3,2.045,1.799,1.863,
948,S5,T3,3.718,3.518,3.379,
949,S5,T3,2.173,2.046,1.723,
950,S5,T3,0.794,0.792,0.794,
951,S5,T3,0.989,0.844,0.875,
952,S5,T3,2.887,2.344,2.981,
953,S5,T3,0.651,0.749,0.687,
954,S5,T3,1.628,1.304,1.325,
1051,S5,T3,100,100,100,do not have the full colony on the pic
1056,S5,T3,17.769,15.443,15.525,
1057,S5,T3,2.215,2.44,2.68,
1058,S5,T3,10.488,12.189,10.206,
1059,S5,T3,2.403,2.664,2.171,
1060,S5,T3,16.507,16.38,16.856,
1061,S5,T3,4.383,4.16,4.091,
1062,S5,T3,11.817,10.305,10.065,
1063,S5,T3,3.717,3.609,2.951,
1064,S5,T3,7.035,7.51,6.248,
1065,S5,T3,12.015,10.293,11.74,
1066,S5,T3,2.433,2.666,2.031,
1067,S5,T3,1.15,1.016,1.231,
1068,S5,T3,1.051,1.17,1.265,
1069,S5,T3,0.841,0.865,0.689,
1070,S5,T3,1.177,1.147,1.281,
1071,S5,T3,0.815,0.865,0.789,
1072,S5,T3,5.969,5.807,4.51,
1073,S5,T3,11.595,11.264,10.42,
1074,S5,T3,6.794,2.946,6.329,
1075,S5,T3,2.432,2.692,2.749,
1076,S5,T3,2.239,2.048,2.374,
1077,S5,T3,1.058,1.099,1.142,
1078,S5,T3,2.049,1.714,1.758,
1079,S5,T3,0.813,0.817,0.782,
1080,S5,T3,1.668,1.718,1.161,
1081,S5,T3,0.878,1.26,0.941,
1082,S5,T3,0.77,0.972,1.124,
1083,S5,T3,1.641,1.558,1.174,
1084,S5,T3,1.167,1.369,1.759,
1085,S5,T3,3.523,3.448,2.951,
1086,S5,T3,1.145,1.015,1.234,
1087,S5,T3,2.355,2.759,2.731,
1109,S5,T3,2.07,3.172,3.626,
1110,S5,T3,4.008,3.599,2.339,
1111,S5,T3,2.635,2.998,3.098,
1112,S5,T3,2.715,3.41,3.054,
1113,S5,T3,1.349,0.896,0.874,
1114,S5,T3,1.05,1.223,0.911,
1115,S5,T3,1.425,1.376,1.393,
1116,S5,T3,1.371,1.296,0.827,
1117,S5,T3,1.456,1.624,1.653,
1118,S5,T3,1.652,1.742,1.752,
1119,S5,T3,2.27,2.336,2.219,
1120,S5,T3,2.391,2.031,1.77,
1121,S5,T3,3.7,3.738,3.641,
1122,S5,T3,1.672,1.692,1.79,
1123,S5,T3,0.59,1.139,1.065,
1125,S5,T3,8.318,8.914,8.912,
1126,S5,T3,2.756,2.802,2.851,
