Sample.ID,Site,Transect,Diameter.1,Diameter.2,Diameter.3,Note
2100,S11,T1,7.543,6.289,5.382,
2101,S11,T1,100,100,100,do not have the full colony on the pic
2102,S11,T1,13.17,13.265,10.828,
2103,S11,T1,1.434,1.485,1.064,
2104,S11,T1,1.084,1.539,1.011,
2150,S11,T1,6.724,9.232,4.802,
2163,S11,T1,20.087,21.599,17.424,
2168,S11,T1,1.129,1.27,1.255,
2169,S11,T1,0.885,0.984,0.41,
2237,S11,T1,5.583,5.076,3.278,
2240,S11,T1,2.106,1.737,0.807,
2241,S11,T1,9.236,8.862,9.741,
2242,S11,T1,1.329,1.452,0.704,
2243,S11,T1,17.097,14.568,15.945,
2244,S11,T1,22.198,20.66,18.605,
2245,S11,T1,14.584,12.346,10.106,
2246,S11,T1,5.412,6.392,5.744,
2247,S11,T1,13.926,12.537,13.12,
2248,S11,T1,14.717,12,10.847,
2249,S11,T1,100,100,100,do not have the full colony on the pic
2250,S11,T1,16.511,12.368,14.579,
2251,S11,T1,1.171,1.143,1.068,
2252,S11,T1,0.624,0.646,0.698,
2253,S11,T1,0.711,0.992,1.142,
2254,S11,T1,0.838,0.949,0.948,
2255,S11,T1,10.79,8.232,9.241,
2256,S11,T1,10.883,10.134,8.858,
2257,S11,T1,5.364,4.846,4.123,
2258,S11,T1,0.76,0.639,0.332,
2259,S11,T1,0.57,0.585,0.171,
2260,S11,T1,5.095,5.274,3.21,
2261,S11,T1,2.928,2.508,2.619,
2262,S11,T1,9.15,11.173,7.979,
2263,S11,T1,2.736,2.754,2.997,
2264,S11,T1,8.084,7.288,6.146,
2265,S11,T1,1.433,1.255,1.481,
2266,S11,T1,11.148,7.855,7.598,
2267,S11,T1,11.575,11.21,8.181,
2268,S11,T1,14.685,14.961,14.125,
2269,S11,T1,9.389,10.02,6.423,
2270,S11,T1,4.029,3.584,4.535,
2271,S11,T1,19.602,20.709,13.775,
2272,S11,T1,100,100,100,do not have the full colony on the pic
2273,S11,T1,8.407,8.153,7.59,
2274,S11,T1,100,100,100,do not have the full colony on the pic
2275,S11,T1,100,100,100,do not have the full colony on the pic
2276,S11,T1,13.17,13.415,11.316,
2277,S11,T1,1.318,1.564,0.825,
2278,S11,T1,9.74,9.981,4.407,
2279,S11,T1,9.304,7.993,8.461,
2280,S11,T1,9.199,8.033,6.545,
2281,S11,T1,2.974,2.883,2.808,
2282,S11,T1,20.414,19.331,18.711,
2283,S11,T1,15.622,13.134,10.138,
2284,S11,T1,1.311,1.081,0.775,
2285,S11,T1,1.573,1.885,1.365,
2286,S11,T1,0.942,0.919,0.412,
2287,S11,T1,15.604,14.829,11.09,
2288,S11,T1,22.05,21.69,21.756,
2289,S11,T1,15.653,15.632,7.023,
2290,S11,T1,0.931,0.963,0.79,
2291,S11,T1,15.28,17.358,10.335,
2292,S11,T1,6.792,6.229,3.749,
2293,S11,T1,8.338,7.476,6.145,
2294,S11,T1,10.303,11.088,7.789,
2295,S11,T1,0.957,0.83,0.468,
2296,S11,T1,1.49,1.576,0.886,
2297,S11,T1,0.855,0.885,0.396,
2298,S11,T1,2.179,1.621,1.807,
2299,S11,T1,2.24,2.325,2.256,
2300,S11,T1,0.446,0.558,0.386,
2301,S11,T1,11.695,14.261,11.975,
2302,S11,T1,10.872,12.051,9.572,
2303,S11,T1,1.739,1.629,1.353,
2304,S11,T1,2.748,2.563,2.313,
2305,S11,T1,5.085,5.075,4.381,
2306,S11,T1,0.717,0.908,0.53,
2307,S11,T1,1.271,1.169,0.772,
2308,S11,T1,0.929,0.992,0.525,
2309,S11,T1,0.871,0.695,0.327,
2310,S11,T1,1.433,1.499,0.965,
2311,S11,T1,1.978,2.141,1.898,
2312,S11,T1,0.626,0.937,0.301,
2313,S11,T1,2.231,2.19,1.863,
2314,S11,T1,1.629,1.144,0.875,
2315,S11,T1,0.528,0.435,0.433,
2316,S11,T1,20.738,20.666,19.818,
2317,S11,T1,12.012,13.182,10.553,
2318,S11,T1,1.52,1.517,1.05,
2319,S11,T1,0.976,1.122,0.561,
2320,S11,T1,0.736,0.778,0.511,
2321,S11,T1,7.675,6.21,4.423,
2322,S11,T1,13.144,12.038,13.628,
2323,S11,T1,100,100,100,do not have the full colony on the pic
2324,S11,T1,1.116,1.15,0.635,
2105,S11,T2,1.219,1.398,1.127,
2106,S11,T2,8.253,7.967,5.237,
2107,S11,T2,16.406,14.164,9.53,
2108,S11,T2,100,100,100,do not have the full colony on the pic
2109,S11,T2,100,100,100,do not have the full colony on the pic
2110,S11,T2,16.236,14.102,11.909,
2111,S11,T2,21.829,20.528,21.589,
2112,S11,T2,9.222,9.468,5.836,
2113,S11,T2,1.187,1.283,1.154,
2114,S11,T2,23.126,19.142,15.273,
2115,S11,T2,1.302,1.337,1.023,
2116,S11,T2,0.924,0.916,0.549,
2117,S11,T2,0.658,0.579,0.334,
2118,S11,T2,10.059,9.303,9.716,
2119,S11,T2,1.114,0.861,0.295,
2120,S11,T2,22.724,16.462,13.386,
2121,S11,T2,9.289,2.243,9.518,
2122,S11,T2,1.879,2.096,1.729,
2123,S11,T2,1.815,1.424,1.317,
2124,S11,T2,6.355,6.434,3.566,
2125,S11,T2,0.916,0.83,0.347,
2126,S11,T2,0.487,0.518,0.464,
2127,S11,T2,6.066,5.722,2.455,
2128,S11,T2,4.332,3.377,2.41,
2129,S11,T2,5.022,6.51,4.323,
2130,S11,T2,9.487,8.805,4.457,
2131,S11,T2,30.478,28.318,22.803,
2132,S11,T2,6.937,6.491,4.733,
2133,S11,T2,6.877,5.577,2.718,
2134,S11,T2,0.77,0.771,0.555,
2135,S11,T2,16.671,16.634,14.365,
2136,S11,T2,0.483,0.673,0.375,
2137,S11,T2,28.938,28.588,11.235,
2138,S11,T2,100,100,100,do not have the full colony on the pic
2139,S11,T2,2.534,2.116,2.133,
2140,S11,T2,0.937,0.763,0.768,
2141,S11,T2,1.487,1.744,1.102,
2142,S11,T2,0.896,1.112,0.892,
2143,S11,T2,19.957,19.566,18.394,
2144,S11,T2,1.514,1.564,1.026,
2145,S11,T2,12.088,11.037,11.044,
2146,S11,T2,0.586,0.758,0.436,
2147,S11,T2,16.65,11.45,7.42,
2149,S11,T2,1.067,0.895,0.653,
2151,S11,T2,23.974,22.943,13.597,
2152,S11,T2,0.899,0.996,0.667,
2153,S11,T2,3.138,3.552,2.544,
2154,S11,T2,2.784,2.633,2.779,
2155,S11,T2,4.225,3.846,2.929,
2156,S11,T2,5.94,6.377,4.239,
2157,S11,T2,1.426,1.462,1.283,
2158,S11,T2,2.116,2.114,2.339,
2159,S11,T2,20.522,20.579,22.149,
2170,S11,T2,11.038,9.12,5.517,
2227,S11,T2,1.337,0.921,0.799,
2228,S11,T2,10.243,11.121,8.871,
2507,S11,T3,15.563,15.256,10.404,
2508,S11,T3,1.275,1.486,0.757,
2509,S11,T3,0.766,1.023,0.511,
2510,S11,T3,12.32,12.958,9.481,
2511,S11,T3,0.778,0.844,0.616,
2512,S11,T3,8.935,9.357,5.41,
2513,S11,T3,19.313,16.926,10.546,
2514,S11,T3,1.151,1.085,0.601,
2515,S11,T3,1.341,1.098,0.928,
2516,S11,T3,0.745,0.742,0.713,
2517,S11,T3,0.836,0.985,0.699,
2518,S11,T3,1.623,1.488,1.07,
2519,S11,T3,100,100,100,do not have the full colony on the pic
2520,S11,T3,17.528,15.608,14.082,
2521,S11,T3,100,100,100,do not have the full colony on the pic
2522,S11,T3,100,100,100,do not have the full colony on the pic
2523,S11,T3,1.817,1.732,1.604,
2524,S11,T3,5.555,5.164,5.527,
2525,S11,T3,1.967,1.569,1.342,
2526,S11,T3,20.642,19.321,15.923,
2527,S11,T3,1.16,0.999,0.686,
2531,S11,T3,19.642,17.642,20.716,
