fragment_ID,DW.clean.g,DW.wax.g,BW.wax.g,Temperature.C,Page.Num,Notes
2805,1.686,1.815,0.736,20.06,page94,
2222,6.653,7.023,3.34,20.06,page94,
841,11.747,12.272,6.378,20.06,page94,
2223,7.945,8.531,4.065,20.032,page95,
2556,3.876,4.075,2.244,20.03,page95,
2666,15.149,15.829,8.474,20.03,page95,
1439,1.97,2.093,1.021,20.01,page95,
1449,10.699,11.411,4.4,19.99,page95,
1435,5.096,5.318,2.168,20,page95,
1865,31.154,32.007,17.44,20.02,page95,
733,3.969,4.19,1.987,20.03,page95,
2792,11.947,12.334,7.033,20.04,page95,
1709,18.905,19.453,10.29,20.05,page95,
2443,10.24,10.762,4.924,20.06,page95,
2810,0.396,0.446,0.203,20.07,page95,
2192,2.455,2.607,1.306,20.04,page95,
1710,3.78,3.978,2.049,20.03,page95,
837,9.285,9.67,4.993,20.02,page95,
2326,5.076,5.261,2.879,20.02,page95,
2622,4.686,4.943,2.664,20.01,page95,
1838,2.468,2.722,1.023,20,page95,
2434,3.366,3.536,1.788,20.01,page95,
2641,0.059,0.074,0.028,20.02,page95,
2662,0.402,0.434,0.214,20.03,page95,
1920,1.237,1.319,0.596,20.05,page95,
2355,0.171,0.194,0.075,20.06,page95,
1967,4.808,5.109,2.35,20.07,page95,
1837,0.932,1.006,0.422,20.08,page95,
2311,0.626,0.684,0.243,20.06,page95,
1384,2.67,2.809,1.469,20.06,page95,
731,6.511,6.886,3.651,20.05,page95,
1635,4.98,5.257,2.81,20.04,page95,
2101,3.935,4.137,1.911,20.03,page95,
2209,5.697,6.103,2.199,20.03,page95,
2214,9.745,10.251,5.011,20.01,page95,
1782,1.239,1.23,0.544,20.02,page95,
1609,1.985,2.107,0.936,20,page95,
2032,1.489,1.607,0.791,19.99,page95,
2076,6.956,7.29,3.947,19.99,page95,
2155,1.517,1.654,0.644,20.01,page96,
2200,6.079,6.356,3.057,20.01,page96,
2384,2.28,2.451,1.211,20.02,page96,
713,1.235,1.318,0.669,20.03,page96,
659,4.034,4.213,2.084,20.04,page96,
1961,1.522,1.631,0.724,20.05,page96,
1403,1.241,1.335,0.555,20.05,page96,
2639,4.683,4.937,2.469,20.07,page96,
2063,3.734,3.935,1.867,20.06,page96,
1385,1.963,2.092,1.039,20.05,page96,
2232,4.069,4.382,1.911,20.05,page96,
729,1.033,1.083,0.584,20.06,page96,
1617,0.666,0.743,0.25,20.04,page96,
1386,1.702,1.83,0.877,20.04,page96,
1358,0.127,0.157,0.053,20.01,page96,
676,6.921,7.172,3.764,20.02,page96,
2267,5.242,5.481,3.004,20.02,page96,
2179,3.111,3.268,1.675,20.03,page96,
1949,3.878,4.065,2.016,20.04,page96,
1453,11.577,12.053,6.035,20.04,page96,
1235,1.819,1.939,0.953,20.05,page96,
2054,4.537,4.779,2.4,20.05,page96,
1757,2.245,2.418,0.923,20.06,page96,
2021,0.514,0.562,0.285,20.07,page96,
1630,5.748,6.06,2.032,20.06,page96,
2197,3.619,3.84,1.971,20.07,page96,
1808,6.146,6.474,3.3,20.03,page96,
2046,2.987,3.134,1.447,20.01,page96,
1504,2.003,2.196,0.867,19.99,page96,
2183,2.445,2.613,1.168,20,page96,
1511,6.67,7.234,2.87,20,page96,
2211,0.866,0.941,0.467,20,page96,
730,0.703,0.768,0.336,20.01,page96,
672,0.824,0.927,0.263,20.02,page96,
1565,0.755,0.902,0.339,20.02,page96,
690,1.093,1.24,0.258,20.03,page96,
722,7.418,7.785,3.909,20.04,page97,
845,1.671,1.822,0.748,20.05,page97,
2107,1.24,1.372,0.672,20.05,page97,
2367,8.463,8.937,3.712,20.07,page97,
842,10.495,11.057,5.06,20.07,page97,
2424,4.766,4.967,2.41,20.06,page97,
700,2.45,2.614,0.784,20.06,page97,
1350,2.435,2.619,1.119,20.04,page97,
1639,2.823,3.053,1.308,20.04,page97,
2291,1.92,2.064,0.987,20.03,page97,
1773,2.198,2.355,1.102,20.03,page97,
2205,4.407,4.656,2.338,20.02,page97,
734,3.59,3.981,1.358,20.01,page97,
625,3.786,3.967,2.041,20,page97,
1855,0.673,0.732,0.368,20,page97,
699,5.165,5.387,2.916,20.01,page97,
2293,1.521,1.627,0.72,20.01,page97,
687,1.367,1.474,0.573,20.02,page97,
1777,3.29,3.531,1.68,20.02,page97,
2402,4.314,4.597,2.394,20.03,page97,
2252,4.527,4.766,2.525,20.04,page97,
1676,5.436,5.76,2.835,20.04,page97,
2216,4.959,5.278,2.728,20.05,page97,
2007,1.315,1.389,0.666,20.06,page97,
2816,9.44,10.101,4.31,20.06,page97,
714,6.639,6.935,3.641,20.07,page97,
2052,12.432,13.017,6.483,20.07,page97,
2555,0.413,0.441,0.231,20.05,page97,
681,4.563,4.858,2.245,20.04,page97,
2171,5.437,5.747,2.098,20.04,page97,
2803,4.297,4.476,2.419,20.02,page97,
1236,5.905,6.188,2.984,20,page97,
1885,0.472,0.54,0.228,20,page97,
2198,1.32,1.415,0.681,20.01,page97,
868,2.415,2.571,0.979,20.01,page97,
854,0.565,0.628,0.261,20.03,page97,
2206,4.682,4.926,2.615,20.05,page98,
661,2.632,2.827,1.117,20.06,page98,
852,1.105,1.205,0.505,20.01,page98,
2036,3.677,3.868,1.951,20,page98,
691,3.334,3.526,1.688,20,page98,
1826,2.169,2.415,0.765,20.01,page98,
832,2.587,2.824,0.91,20.01,page98,
859,1.255,1.348,0.684,20.02,page98,
2049,4.579,4.876,1.764,20.03,page98,
1594,0.497,0.559,0.148,20.04,page98,
612,1.148,1.248,0.484,20.04,page98,
1232,13.849,14.467,6.456,20.06,page98,
2185,2.783,2.945,1.671,20.07,page98,
1703,1.39,1.512,0.85,20.07,page98,
715,7.675,8.081,3.731,20.07,page98,
2287,3.021,3.185,1.599,20.06,page98,
1351,1.333,1.437,0.671,20.05,page98,
1394,6.376,6.687,3.647,20.03,page98,
2110,4.23,4.473,2.233,20.02,page98,
1545,5.937,6.294,2.699,20.01,page98,
1432,6.942,7.351,3.826,20,page98,
2350,7.768,8.279,3.979,19.99,page98,
1402,5.25,5.505,2.541,19.99,page98,
2073,4.46,4.691,2.378,19.99,page98,
1399,1.903,2.013,1.09,20,page98,
1748,4.554,4.747,2.516,20,page98,
1430,1.31,1.406,0.738,20.02,page98,
1496,5.824,6.117,3.141,20.02,page98,
1393,1.506,1.611,0.722,20.03,page98,
1625,1.037,1.116,0.507,20.04,page98,
2636,6.102,6.553,3.541,20.06,page98,
695,2.305,2.423,1.295,20.07,page98,
1392,4.938,5.168,2.896,20.06,page98,
682,1.797,1.91,0.858,20.06,page98,
1415,2.716,2.9,1.192,20.06,page98,
708,1.661,1.742,0.839,20.05,page98,
669,7.496,7.926,2.958,20.05,page99,
1717,4.487,4.716,2.582,20.05,page99,
2058,1.821,1.848,1.007,20.04,page99,
844,5.143,5.448,1.781,20.03,page99,
2170,2.464,2.593,1.469,20.02,page99,
2677,4.86,5.098,2.514,20.01,page99,
2040,3.46,3.648,1.613,20.01,page99,
1638,1.936,2.081,0.719,20,page99,
2353,4.89,5.136,2.527,19.98,page99,
663,0.171,0.196,0.076,20.01,page99,
2623,0.137,0.167,0.079,20.02,page99,
2325,1.122,1.223,0.584,20.04,page99,
2218,9.548,10.021,5.453,20.04,page99,
2213,3.876,4.082,2.116,20.06,page99,
750,0.15,0.195,0.046,20.06,page99,
2204,3.954,4.117,2.293,20.05,page99,
901,3.006,3.245,1.416,20.06,page99,
1418,1.511,1.62,0.821,20.06,page99,
705,0.611,0.68,0.219,20.04,page99,
1497,1.864,2.014,1.021,20.03,page99,
2356,2.678,2.845,1.478,20.03,page99,
724,7.085,7.407,3.714,20.02,page99,
1505,0.282,0.312,0.124,20,page99,
1943,0.65,0.722,0.255,20.01,page99,
2436,2.093,2.182,1.235,20.01,page99,
2299,0.823,0.901,0.342,20.02,page99,
2022,0.87,0.944,0.453,20.04,page99,
2398,8.086,8.473,4.313,20.05,page99,
1417,2.012,2.161,0.97,20.05,page99,
2050,1.446,1.546,0.686,20.05,page99,"duplicated, page 99"
2176,2.554,2.713,1.294,20.06,page99,
1548,1.845,1.95,0.82,20.07,page99,
1928,1.57,1.636,0.855,20.06,page99,
2393,5.267,5.529,2.965,20.05,page99,
1754,4.524,4.828,2.196,20.05,page99,
1833,3.088,3.263,1.645,20.05,page100,
1660,1.65,1.744,0.833,20.04,page100,
1640,1.397,1.508,0.717,20.03,page100,
2066,3.562,3.755,1.969,20.03,page100,
839,8.084,8.469,4.493,20.02,page100,
1721,0.152,0.186,0.058,20.02,page100,
1495,1.345,1.428,0.702,20.01,page100,
1242,3.338,3.506,1.87,20.01,page100,
1554,0.608,0.644,0.329,20.01,page100,
2173,2.775,2.96,0.904,20.02,page100,
1718,1.81,1.91,1.025,20.02,page100,
689,2.294,2.432,1.035,20.03,page100,
1620,0.746,0.795,0.391,20.04,page100,
1853,1.541,1.636,0.809,20.04,page100,
1582,0.365,0.414,0.168,20.05,page100,
2712,4.691,4.914,2.143,20.07,page100,
2685,6.437,6.796,3.055,20.06,page100,
905,4.658,4.876,2.659,20.06,page100,
2670,3.724,3.903,2.027,20.05,page100,
1679,0.65,0.7,0.314,20.05,page100,
1517,0.023,0.032,0.015,20.05,page100,
1445,2.047,2.177,1.143,20.03,page100,
2428,3.5,3.716,2.008,20.02,page100,
1356,3.165,3.392,1.522,20.02,page100,
1600,1.633,1.754,0.819,20.01,page100,
1719,0.788,0.843,0.357,20,page100,
848,2.075,2.196,1.08,20.01,page100,
622,1.84,1.951,1.03,20.01,page100,
1239,0.326,0.367,0.127,20.01,page100,
861,1.428,1.524,0.787,20.02,page100,
1518,0.92,0.997,0.498,20.03,page100,
1442,2.661,2.777,1.358,20.04,page100,
1618,0.809,0.863,0.45,20.05,page100,
1404,2.134,2.293,1.042,20.05,page100,
696,0.601,0.652,0.304,20.05,page100,
1579,0.264,0.295,0.137,20.04,page100,
1966,2.247,2.512,0.926,20.03,page101,
2059,3.885,4.095,1.71,20.02,page101,
2442,0.8,0.881,0.457,20,page101,
1701,5.1,5.457,2.337,20,page101,
2078,7.546,8.035,3.501,20.01,page101,
1964,1.079,1.165,0.466,20.02,page101,
2060,5.362,5.675,3.021,20.02,page101,
1567,1.471,1.574,0.807,20.03,page101,
2080,5.596,5.969,2.492,20.03,page101,
62000,2.139,2.261,0.944,20.04,page101,"duplicated, page 101"
1317,2.722,2.915,1.166,20.06,page101,
1985,2.921,3.071,1.495,20.07,page101,
2069,0.713,0.773,0.368,20.06,page101,
2088,1.383,1.49,0.706,20.05,page101,
2800,3.835,4.052,1.955,20.05,page101,
660,0.995,1.089,0.524,20.05,page101,
1440,4.655,4.884,2.624,20.05,page101,
2342,2.202,2.36,0.934,20.04,page101,
2215,2.685,2.854,1.135,20.03,page101,
2333,2.699,2.872,1.33,20.03,page101,
1603,0.671,0.773,0.326,20,page101,
1438,2.973,3.19,1.255,20.01,page101,
2274,3.349,3.481,2.017,20.01,page101,
684,1.381,1.492,0.547,20.02,page101,
662,2.062,2.246,0.95,20.01,page101,
2062,12.578,13.156,6.289,20.02,page101,
1252,2.391,2.518,1.374,20.02,page101,
1240,1.847,1.996,0.967,20.03,page101,
1248,5.308,5.661,2.868,20.03,page101,
1929,1.546,1.716,0.707,20.04,page101,
1448,1.596,1.782,0.604,20.05,page101,
1848,0.285,0.335,0.154,20.06,page101,
2026,1.146,1.22,0.536,20.03,page101,
1318,1.154,1.249,0.539,20.02,page101,
2050,6.196,6.566,3.515,20.01,page101,"duplicated, page 101"
2196,3.919,4.172,1.874,20.01,page101,
1747,3.407,3.568,1.965,20.03,page102,
737,1.138,1.236,0.47,20.04,page102,
1426,3.888,4.097,2.302,20.05,page102,
1387,1.06,1.135,0.564,20.07,page102,
2182,1.56,1.673,0.81,20.06,page102,
1244,2.281,2.451,1.311,20.05,page102,
1661,9.175,9.827,4.06,20.05,page102,
1690,1.302,1.431,0.593,20.05,page102,
1657,0.71,0.775,0.371,20.04,page102,
1680,1.073,1.194,0.559,20.03,page102,
1419,2.499,2.684,1.488,20.02,page102,
2071,1.012,1.164,0.492,20.01,page102,
2426,7.303,7.598,4.021,20.01,page102,
1416,1.958,2.091,1.045,20,page102,
1751,2.496,2.634,1.346,20,page102,
2320,0.085,0.103,0.046,20.01,page102,
850,4.407,4.712,1.989,20.01,page102,
1259,4.472,4.669,2.462,20.02,page102,
2346,2.612,2.738,1.549,20.03,page102,
2188,3.981,4.216,2.223,20.04,page102,
1509,1.89,2.108,0.783,20.04,page102,
1570,2.711,2.833,1.579,20.05,page102,
1414,2.295,2.442,1.272,20.06,page102,
1873,1.21,1.315,0.608,20.06,page102,
1520,1.23,1.298,0.544,20.06,page102,
1398,5.182,5.52,2.575,20.07,page102,
1990,0.556,0.648,0.228,20.07,page102,
1553,0.281,0.322,0.167,20.06,page102,
1320,3.645,3.857,1.971,20.05,page102,
2335,0.449,0.507,0.213,20.05,page102,
1245,2.483,2.815,1.117,20.04,page102,
1820,1.077,1.201,0.575,20.04,page102,
1352,1.713,1.832,0.922,20.02,page102,
1349,2.212,2.371,1.132,20.03,page102,
1233,1.985,2.15,1.076,20.01,page102,
671,0.673,0.717,0.381,20.01,page102,
1611,0.14,0.168,0.066,20,page103,
1815,1.035,1.133,0.591,19.99,page103,
2193,5.393,5.69,2.751,20,page103,
1917,0.035,0.039,0.023,20.02,page103,
1249,1.524,1.661,0.694,20.03,page103,
701,4.286,4.636,2.058,20.04,page103,
1648,0.803,0.919,0.421,20.05,page103,
862,2.019,2.229,0.673,20.05,page103,
1911,1.146,1.347,0.431,20.06,page103,
1431,2.538,2.807,0.792,20.06,page103,
736,6.988,7.606,3.305,20.07,page103,
881,2.06,2.243,0.35,20.05,page103,
806,6.321,6.693,3.164,20.02,page103,
943,5.865,6.154,2.327,20.06,page103,
675,8.155,8.559,4.157,20.09,page103,
1134,4.082,4.429,1.635,20.09,page103,
476,6.784,7.203,2.459,20.1,page103,
1280,4.125,4.379,1.864,20.08,page103,
1044,4.417,4.67,2.095,20.07,page103,
461,7.181,7.513,3.806,20.06,page103,
1454,1.886,2.013,0.89,20.07,page103,
1456,9.072,9.519,4.93,20.05,page103,
968,1.246,1.38,0.314,20.04,page103,
1484,3.986,4.199,2.304,20.04,page103,
1458,4.042,4.227,2.247,20.04,page103,
600,8.491,8.978,4.848,20.03,page103,
938,7.211,7.793,2.979,20.01,page103,"duplicated, page 103"
1008,2.784,2.978,1.218,20,page103,
540,6.872,7.286,3.552,20,page103,
1193,1.737,1.635,0.794,19.98,page103,
1832,5.871,6.182,3.042,20.02,page103,
929,0.624,0.682,0.376,20.02,page103,
1196,0.155,0.18,0.104,20.03,page103,
1102,1.484,1.618,0.655,20.04,page103,
910,0.051,0.808,0.792,20.05,page104,"Outlier, numbers don't make sense in order, Pierrick has page"
437,23.293,24.474,11.626,20.06,page104,
647,13.759,14.429,5.082,20.04,page104,
1010,10.0136,10.815,4.802,20.03,page104,
966,2.366,2.548,0.725,20.03,page104,
637,9.45,9.913,4.129,20.02,page104,"duplicated, page 104"
1056,3.036,3.232,1.547,20.02,page104,
562,2.525,2.689,1.374,20,page104,
938,8.011,8.469,4.117,20.01,page104,"duplicated, page 104"
1101,11.251,11.862,5.018,20,page104,
435,12.535,13.22,6.778,20,page104,
642,0.463,0.51,0.204,19.98,page104,
541,3.714,4.041,1.342,19.98,page104,
1024,6.452,6.802,2.83,20.01,page104,
480,14.794,15.496,5.766,20.02,page104,"duplicated, page 104"
928,11.131,11.725,5.972,20.02,page104,
1531,2.657,2.944,1.109,20.03,page104,
479,15.783,16.678,7.279,20.04,page104,
1036,9.571,10.088,4.493,20.05,page104,
1095,0.424,0.467,0.145,20.05,page104,
645,10.356,10.808,3.955,20.07,page104,
875,2.243,2.373,1.04,20.07,page104,
1171,11.464,12.088,6.093,20.07,page104,
432,12.508,13.164,6.558,20.04,page104,
1100,3.807,4.068,1.818,20.03,page104,
830,2.792,3.01,1.166,20.03,page104,
441,11.921,12.47,6.62,20.03,page104,
598,5.736,6.178,2.402,20.02,page104,
643,6.632,7.174,2.989,20.02,page104,
618,6.959,7.369,3.226,20,page104,
1211,18.032,18.818,9.338,20,page104,
987,4.124,4.411,2.356,20.04,page104,
788,7.518,7.901,3.635,20.05,page104,
912,2.159,2.321,1.036,20.06,page104,
913,1.961,2.118,1.015,20.05,page104,
1160,3.628,3.781,1.995,20.07,page104,
1327,10.526,10.997,5.304,20.03,page105,
1005,2.938,3.224,1.262,20.03,page105,
1179,6.063,6.373,3.333,20.04,page105,
1207,2.448,2.621,1.057,20.02,page105,
1263,2.469,2.627,1.371,19.99,page105,
1345,0.073,0.1,0.022,20.03,page105,
761,2.092,2.328,1.018,20.04,page105,
822,14.446,15.181,7.626,20.03,page105,
959,2.82,3.111,0.561,20.02,page105,
1339,5.596,5.952,2.89,20,page105,
1191,14.15,14.698,6.618,20,page105,
1303,1.524,1.654,0.657,19.99,page105,
529,14.132,14.86,7.282,19.98,page105,
888,8.341,8.837,3.865,19.97,page105,
1346,2.315,2.486,1.047,19.98,page105,
1340,4.739,5.092,2.47,20,page105,
829,6.671,6.975,3.24,20,page105,
941,10.096,10.659,5.104,20.01,page105,
1181,5.946,6.245,3.212,20.02,page105,
1028,3.614,3.904,2.085,20.03,page105,
1178,9.75,10.435,4.427,20.03,page105,
948,4.347,4.636,1.946,20.04,page105,
895,5.996,6.397,2.598,20.05,page105,
798,6.71,7.151,3.668,20.06,page105,
1014,2.999,3.223,1.369,20.06,page105,
915,4.777,5.062,2.083,20.07,page105,
872,5.436,5.768,2.892,20.05,page105,
1297,5.877,6.206,3.023,20.03,page105,
821,2.35,2.498,0.899,20.03,page105,
1296,2.356,2.577,1.026,20.02,page105,
779,10.541,11.028,6.101,20.01,page105,
871,10.611,11.415,3.356,20,page105,
818,7.791,8.209,3.818,19.97,page105,
637,1.91,2.04,1.052,19.98,page105,"duplicated, page 105"
956,0.329,0.359,0.201,20.01,page105,
989,2.032,2.173,1.176,20.02,page105,
1182,2.16,2.337,1.117,20.03,page106,
1027,1.247,1.35,0.511,20.03,page106,
808,4.79,5.057,2.541,20.04,page106,
892,6.304,6.715,2.814,20.05,page106,
1335,4.084,4.305,2.29,20.05,page106,
1277,5.08,5.412,2.405,20.06,page106,
1022,5.078,5.418,2.813,20.07,page106,
924,5.331,5.686,2.649,20.05,page106,
463,21.384,22.366,9.97,20.04,page106,
889,1.341,1.429,0.659,20.02,page106,
446,11.716,12.326,5.763,20.02,page106,
1072,6.748,7.306,2.624,20.01,page106,
748,0.435,0.486,0.227,20,page106,
1333,2.933,3.148,1.404,19.99,page106,
792,4.019,4.249,1.936,20.02,page106,
891,6.305,6.726,2.109,20.03,page106,
467,14.187,14.809,7.06,20.04,page106,
893,1.804,1.942,0.865,20.04,page106,
473,20.301,21.215,9.707,20.05,page106,
946,5.175,5.458,2.699,20.06,page106,
1051,4.706,4.973,2.236,20.07,page106,
1467,5.548,5.895,2.338,20.03,page106,
870,19.117,19.864,9.102,20.03,page106,
991,1.7,1.851,0.752,20.02,page106,
972,3.313,3.523,1.294,20.02,page106,
742,6.741,7.18,3.244,20.01,page106,
599,12.499,13.141,6.365,19.99,page106,
1315,1.104,1.192,0.292,19.98,page106,
485,1.484,1.582,0.763,19.98,page106,
617,11.847,12.484,6.37,20,page106,
543,5.876,6.181,2.645,20.01,page106,
1383,4.23,4.515,1.634,20.01,page106,
481,8.221,8.712,2.616,20.01,page106,
1314,6.398,6.671,3.546,20.03,page106,
756,3.65,3.897,1.932,20.04,page106,
1124,1.239,1.326,0.64,20.04,page106,
1176,4.962,5.343,2.307,20.05,page107,
1470,1.574,1.683,0.836,20.07,page107,
826,20.539,21.432,11.192,20.03,page107,
1213,3.011,3.169,1.668,20.03,page107,
1025,7.834,8.155,4.123,20.01,page107,
1075,3.515,3.817,1.534,20,page107,
1132,4.245,4.463,2.23,20.01,page107,
1016,7.835,8.278,3.815,29.99,page107,
1483,2.127,2.321,0.838,29.97,page107,
436,20.181,21.273,7.491,20.02,page107,
1011,2.097,2.277,0.785,20.03,page107,
896,1.49,1.629,0.264,20.04,page107,
990,4.322,4.59,2.411,20.04,page107,
922,6.335,6.936,2.749,20.05,page107,
640,9.298,9.806,3.578,20.06,page107,duplicated page 107
1054,9.222,9.621,5.236,20.06,page107,
494,16.76,17.638,8.698,20.06,page107,
787,6.828,7.287,3.428,20.02,page107,
1275,1.944,2.099,0.852,20.01,page107,
1214,9.052,9.527,4.092,19.98,page107,
795,9.668,10.197,4.813,19.99,page107,
1066,1.601,1.694,0.862,20.01,page107,duplicated page 107
484,17.189,18.07,8.667,20.01,page107,
1285,3.026,3.201,0.912,20.02,page107,
757,8.337,8.88,2.499,20.02,page107,
883,4.89,5.169,2.317,20.03,page107,
619,15.435,16.024,8.39,20.04,page107,
507,0.66,0.731,0.273,20.05,page107,
927,3.033,3.231,1.444,20.05,page107,
1106,3.079,3.3,1.185,20.06,page107,
1305,3.389,3.55,1.92,20.06,page107,
749,5.596,5.929,2.682,19.98,page107,
505,5.361,5.64,2.78,19.98,page107,
465,14.967,15.792,8.661,19.99,page107,"duplicated, page 107"
573,4.987,5.276,2.657,20.01,page107,
634,1.155,1.224,0.653,20.01,page107,
758,1.312,1.451,0.671,20.02,page108,
973,3.864,4.143,1.858,20.03,page108,
430,3.448,3.659,1.181,20.04,page108,
1344,3.043,3.199,1.647,20.04,page108,
1382,2.072,2.193,1.126,20.05,page108,
594,0.169,0.194,0.068,20.06,page108,
1528,0.522,0.575,0.218,20.07,page108,duplicated page 108
1304,6.056,6.457,1.398,20.03,page108,
745,0.9,0.994,0.256,20.02,page108,
908,1.264,1.376,0.425,20.02,page108,
454,0.492,0.54,0.282,20,page108,
511,3.745,3.97,1.977,20,page108,
1045,4.073,4.315,2.258,19.98,page108,
428,4.856,5.252,1.907,19.97,page108,
762,12.152,13.004,5.542,20,page108,
528,10.478,11.093,5.968,20.01,page108,
1125,1.222,1.306,0.571,20.02,page108,
1538,4.328,4.587,1.952,20.03,page108,
535,4.473,4.723,2.141,20.02,page108,
1457,3.242,3.437,1.673,20.04,page108,
1330,1.635,1.74,0.857,20.05,page108,
477,19.987,21.022,9.893,20.05,page108,
1144,0.342,0.386,0.104,20.06,page108,
604,8.501,8.996,4.44,20.06,page108,
937,1.904,2.053,0.89,20.03,page108,
502,2.265,2.382,1.187,20.02,page108,
814,6.127,6.438,2.995,20.01,page108,
458,7.568,8.007,3.272,19.98,page108,duplicated page 108
631,5.663,5.982,2.65,19.97,page108,
478,8.253,8.743,4.162,20.01,page108,
596,1.513,1.614,0.811,20.01,page108,
649,9.097,9.508,4.7,20.02,page108,
1120,1.282,1.379,0.649,20.02,page108,
1465,1.145,1.216,0.649,20.03,page108,
1269,4.291,4.517,2.249,20.04,page108,
587,12.57,13.348,5.306,20.05,page108,
457,4.119,4.436,1.671,20.06,page109,
448,10.031,10.467,5.326,20.06,page109,
1271,0.597,0.655,0.241,20.05,page109,
482,22.318,23.342,11.018,20.02,page109,
487,13.769,14.454,7.622,20.02,page109,
1523,1.319,1.429,0.596,20.01,page109,
1283,2.837,3.025,1.496,19.99,page109,
1023,2.024,2.197,0.638,19.98,page109,
453,13.698,14.531,6.132,19.97,page109,
1533,5.058,5.311,2.987,20.01,page109,
873,0.444,0.487,0.201,20.01,page109,
1013,6.115,6.526,2.308,20.01,page109,
1168,1.533,1.66,0.591,20.02,page109,
508,5.268,5.57,2.849,20.03,page109,
964,2.032,2.177,0.83,20.04,page109,
1153,2.095,2.245,1.164,20.04,page109,
412,1.745,1.872,0.953,20.07,page109,
1276,2.965,3.173,0.872,20.04,page109,
1164,4.039,4.299,1.785,20.03,page109,
551,4.624,4.902,1.662,20.04,page109,
960,9.42,9.902,5.866,20.02,page109,
608,8.304,8.756,3.837,20.01,page109,
955,3.448,3.68,1.296,20,page109,
1094,1.443,1.568,0.46,20,page109,
1540,2.812,2.976,1.216,19.99,page109,
424,7.312,7.667,3.931,19.98,page109,
1130,4.088,4.333,1.948,19.99,page109,
1282,4.187,4.449,2.121,20.01,page109,
1039,0.377,0.432,0.168,20.01,page109,
646,0.417,0.462,0.216,20.02,page109,
1311,1.317,1.443,0.606,20.02,page109,
931,2.731,2.932,1.002,20.03,page109,
882,3.236,3.472,1.553,20.03,page109,
466,9.961,10.455,5.476,20.04,page109,
1162,6.611,7.051,3.913,20.05,page109,
517,0.93,1.02,0.442,20.06,page109,
999,2.069,2.233,1.051,20.07,page110,
506,0.66,0.723,0.327,20.07,page110,
632,6.077,6.383,3.614,20.03,page110,
834,2.677,2.863,1.313,20.02,page110,
495,5.166,5.453,2.385,20,page110,
416,1.582,1.704,0.797,20,page110,
980,3.348,3.595,1.178,19.98,page110,
606,5.049,5.304,2.742,19.97,page110,
531,2.165,2.29,1.253,19.99,page110,
833,7.306,7.696,3.838,20.01,page110,
1017,3.351,3.567,1.656,20.01,page110,
488,12.291,12.863,6.595,20.01,page110,
1058,2.74,2.915,1.475,20.02,page110,
503,1.79,1.911,0.992,20.04,page110,
497,0.36,0.424,0.174,20.05,page110,
1097,4.517,4.921,2.073,20.05,page110,
994,8.594,8.997,4.411,20.06,page110,
1035,5.943,6.308,2.682,20.06,page110,
610,6.349,6.7,3.509,20.07,page110,
1108,2.084,2.236,0.787,20.04,page110,
878,0.222,0.253,0.064,20.03,page110,
1499,1.586,1.693,0.796,20.02,page110,
897,0.152,0.181,0.08,20.01,page110,
1046,3.716,3.975,1.556,20.02,page110,
537,0.743,0.827,0.369,19.99,page110,
614,0.643,0.728,0.341,19.98,page110,
828,7.862,8.293,3.73,19.98,page110,
1361,0.275,0.31,0.108,20.01,page110,
1313,0.911,0.987,0.372,20.01,page110,
627,2.037,2.201,1.04,20.01,page110,
1174,4.513,4.787,2.419,20.02,page110,
1038,0.514,0.591,0.104,20.03,page110,
1111,2.313,2.458,1.263,20.07,page110,
917,9.986,10.527,5.519,20.03,page110,
944,1.569,1.708,0.476,20.03,page110,
1165,14.533,15.155,8.278,20.01,page110,
452,7.937,8.445,4.382,19.99,page111,
